"plot","species","treat","burned","dmort","dbh_l","growth_z","n_size1_l","n_lg_l","f_eng","p_mpb","p_jpb","p_rtb","twi","srad","nba_eng_hl","nba_eng_nl","nba_rtb_hl","nba_rtb_nl","nba_mpb_hl","nba_mpb_nl","nba_jpb_hl","nba_jpb_nl"
"bn2","cade","bn",1,0,5.08697886068359,2.035739,2.30258509299405,1.94591014905531,0,0,0,0,3.39376387893213,1685594.89392744,-0.241899091869597,0.232609546440318,-1.30370448607942,0.574082075541248,-1.30370448607942,0.574082075541248,-6.90775527898214,0.715898433980249
"bn2","cade","bn",1,0,4.17592454921452,0.4987015,1.6094379124341,0.693147180559945,0,0,0,0,3.25121110106429,1631076.68450479,-0.326791688789875,-5.56565316865463,-5.56565316865463,-0.326791688789875,-5.56565316865463,-0.326791688789875,-6.90775527898214,-0.322879569018651
"bn2","cade","bn",1,0,4.21360798304892,1.941402,1.09861228866811,1.94591014905531,0,0,0,0,3.68559099078938,1670223.72651274,-0.919793568399062,1.14394952748911,0.974693825636345,-0.119473252956706,0.974693825636345,-0.119473252956706,-6.90775527898214,1.26320634844463
"bn2","pila","bn",1,1,5.15329159449778,-0.8368816,0.693147180559945,1.09861228866811,0,1,0,0,3.72818594546545,1677298.89126984,-6.90775527898214,-0.452664360900967,-1.28349127429718,-1.02203117302787,-1.28349127429718,-1.02203117302787,-6.90775527898214,-0.452664360900967
"bn2","pije","bn",1,0,3.60549784517489,0.1456155,2.07944154167984,2.30258509299405,0,0,0,1,3.22620672309209,1707284.93968254,0.767236376894545,-0.932408801368025,-0.985983851692037,0.776724327568182,-2.89464941142431,0.913122418425604,-1.14333694147464,0.801398975015046
"bn2","pije","bn",1,0,3.97217692824789,0.3496563,2.19722457733622,1.94591014905531,0,0,0,0,3.12912919055024,1714644.2626183,-1.98056773224391,-0.663733146855112,-0.677887947493401,-1.92944899434411,-2.81978568542817,-0.522059143649171,-0.800577823453359,-1.59038597614965
"bn2","pije","bn",1,0,2.60268968544438,-0.7795732,0.693147180559945,1.09861228866811,0,0,0,0,2.64653087307693,1698005.6214172,-0.693502123544754,-4.79907964796846,-6.90775527898214,-0.679126166389765,-6.90775527898214,-0.679126166389765,-6.90775527898214,-0.679126166389765
"bn2","pije","bn",1,0,4.58598736657132,0.9107274,1.09861228866811,1.79175946922805,0,0,1,0,2.85216043342518,1428377.62381329,-6.90775527898214,0.598194904830715,-0.610151958199055,0.244172376013179,-2.40353780145613,0.547794818248477,-0.789942856066874,0.311858897530543
"bn2","pije","bn",1,0,4.07073469658297,0.3885614,1.09861228866811,1.38629436111989,0,0,0,1,3.05570648253535,1419930.65495208,-6.90775527898214,0.0757536856572235,0.0289192999666531,-2.98865101097953,-2.40353780145613,-0.0107583999060414,-0.0619350384749276,-1.96787943064672
"bn2","pila","bn",1,1,3.51868407711782,0.2626216,1.6094379124341,1.79175946922805,0,1,0,1,3.09970100110845,1444960.78718354,-1.72913367293291,0.330605257220867,0.264709009019608,-1.32352016311043,-3.82288475558695,0.436565571799489,0.248567298394755,-1.248059737546
"bn2","pije","bn",1,0,3.41444260841218,0.3366418,1.09861228866811,1.09861228866811,1,0,0,0,3.18767974875606,1449208.110623,-1.72913367293291,-1.8926936175333,-2.19586557584521,-1.52858964192883,-2.19586557584521,-1.52858964192883,-6.90775527898214,-1.11747867641766
"bn2","pije","bn",1,0,2.62466859216316,-0.593135,1.09861228866811,0,0,0,0,1,3.83454129661615,1472931.40974441,-6.90775527898214,-3.53425492657024,-3.53425492657024,-6.90775527898214,-6.90775527898214,-3.53425492657024,-3.53425492657024,-6.90775527898214
"bn2","pije","bn",1,0,2.88480071284671,-0.3133005,1.09861228866811,0,0,0,0,1,3.7977053589502,1472181.25318471,-6.90775527898214,-3.96468848293375,-3.96468848293375,-6.90775527898214,-6.90775527898214,-3.96468848293375,-3.96468848293375,-6.90775527898214
"bn2","cade","bn",1,0,3.35340671782581,-0.2137365,1.09861228866811,0.693147180559945,0,0,0,0,2.87016026552316,1603648.99840764,-4.91156899552829,-2.51586789172453,-2.62248047128667,-4.16490494160789,-6.90775527898214,-2.44008213958315,-2.62248047128667,-4.16490494160789
"bn2","abco","bn",1,1,3.77276093809464,-0.270711355258551,1.79175946922805,1.09861228866811,0,0,0,0,3.77987178875383,1437035.51273885,-1.65420297219101,-3.50840669195473,-6.90775527898214,-1.51326896738332,-6.90775527898214,-1.51326896738332,-6.90775527898214,-1.51326896738332
"bn2","cade","bn",1,0,2.69462718077007,0.06726622,1.79175946922805,1.94591014905531,0,0,0,0,3.78255600902515,1491801.66386218,0.867385692386806,0.212651132544333,0.212651132544333,0.867385692386806,0.212651132544333,0.867385692386806,-6.90775527898214,1.28554318591739
"bn2","pije","bn",1,1,3.97968165390196,0.5524441,0,1.6094379124341,0,0,0,0,3.25059095407144,1527439.18870192,-2.89464941142431,0.0192910687273058,-0.0661186479206124,-1.97488724973302,-6.90775527898214,0.0712007411213536,-0.0661186479206124,-1.97488724973302
"bn2","abco","bn",1,0,3.26956893918372,0.211626468052247,0,1.94591014905531,0,0,0,0,3.50002210200587,1533810.91890823,-6.90775527898214,0.832569127925959,0.795595279967837,-2.47149448276276,-6.90775527898214,0.832569127925959,0.795595279967837,-2.47149448276276
"bn2","cade","bn",1,0,4.48074010760991,0.7196688,0,2.19722457733622,0,0,0,0,3.91424629120781,1533391.97683706,-0.176022148514743,0.11270926582779,0.11270926582779,-0.176022148514743,-2.74358686263481,0.638462202806308,0.054457226660917,-0.103208869664718
"bn2","pije","bn",1,1,4.16666522380173,0.6834906,0,2.19722457733622,0,0,1,0,3.80657326449186,1529777.50801282,-0.435953576175599,0.339960292133632,-0.232434033883897,0.230268124601092,-2.74358686263481,0.686726810271093,-0.315721014305154,0.279355003647606
"bn2","abco","bn",1,0,2.60268968544438,-0.746092263442359,2.30258509299405,2.484906649788,0,0,0,0,3.57747597558589,1457512.33188291,0.642474025688236,0.0837560528501789,0.00569656372721194,0.684524820975987,-0.90179382860076,0.948835841725111,-0.50937364040421,0.870318166699957
"bn2","abco","bn",1,0,3.89995042419388,0.674934040962305,2.30258509299405,2.07944154167984,0,0,0,0,3.89200063181829,1451942.31764241,0.45881726325327,-1.70922686312594,-6.90775527898214,0.566567131665318,-6.90775527898214,0.566567131665318,-6.90775527898214,0.566567131665318
"bn2","abco","bn",1,1,4.26549281841793,0.468385824437807,1.94591014905531,2.19722457733622,0,0,0,0,3.37592300961888,1419537.02460317,0.709928019692698,-4.93085028577819,-6.90775527898214,0.712981776903933,-6.90775527898214,0.712981776903933,-6.90775527898214,0.712981776903933
"bn2","abco","bn",1,1,3.39114704580865,-0.888083498500433,1.79175946922805,2.19722457733622,1,0,0,0,3.34178487197229,1420949.19984076,0.820465729471415,-2.24780323776703,-2.30849597991729,0.823200355354483,-2.30849597991729,0.823200355354483,-6.90775527898214,0.86549774961488
"bn2","abco","bn",1,0,4.26549281841793,0.468385824437807,2.30258509299405,2.484906649788,1,0,0,0,3.40266427954164,1421548.68789557,0.978001869364484,-1.92917866328233,-2.30849597991729,0.99509985458838,-2.30849597991729,0.99509985458838,-6.90775527898214,1.03083478143387
"bn2","abco","bn",1,0,2.14006616349627,-0.702807757778422,2.30258509299405,2.39789527279837,1,0,0,0,3.46581572426271,1414477.69106013,0.989370074847373,-2.11333406636178,-2.30849597991729,0.997304106464251,-2.30849597991729,0.997304106464251,-6.90775527898214,1.03296173754321
"bn2","abco","bn",1,1,3.29583686600433,-0.359587900840216,2.39789527279837,2.39789527279837,1,0,0,0,3.42952297694364,1414103.5955414,1.00345178504841,-2.11333406636178,-2.30849597991729,1.01127530772981,-2.30849597991729,1.01127530772981,-6.90775527898214,1.04644682096024
"bn2","abco","bn",1,1,2.42480272571829,-0.474966303149898,2.39789527279837,2.07944154167984,0,0,0,0,3.56294995037061,1466905.97468354,0.176763858694534,-1.48359470077924,-2.30849597991729,0.278206930233608,-2.30849597991729,0.278206930233608,-6.90775527898214,0.35007228443735
"bn2","cade","bn",1,0,1.85629799036563,-0.6871845,2.30258509299405,1.79175946922805,0,0,0,0,3.65278981895674,1489819.56944444,-0.540777140044599,-1.49787740013834,-2.30849597991729,-0.347447397994031,-2.30849597991729,-0.347447397994031,-6.90775527898214,-0.217037443467637
"bn2","cade","bn",1,0,2.37954613413017,-0.829186,2.39789527279837,2.19722457733622,0,0,0,0,3.58941170525627,1444226.21405751,0.33101254774972,-2.24947737147541,-2.30849597991729,0.335343694485594,-2.30849597991729,0.335343694485594,-6.90775527898214,0.403350598774853
"bn2","cade","bn",1,0,1.79175946922805,-0.7715509,2.484906649788,2.19722457733622,0,0,0,0,3.6186163441684,1470066.94991987,-0.0935044922198373,-0.132252812870377,-0.146479840487468,-0.0800065996087737,-0.146479840487468,-0.0800065996087737,-6.90775527898214,0.579896395658627
"bn2","abco","bn",1,1,2.7408400239252,-0.595945421807972,2.30258509299405,2.39789527279837,0,0,0,0,3.66122562228105,1412317.20032051,0.768889611621963,-0.0623135804481717,-0.0853787815264165,0.778771133926551,-0.0853787815264165,0.778771133926551,-6.90775527898214,1.13009726361178
"bn2","abco","bn",1,1,4.02713581252865,0.876912231614167,2.484906649788,2.30258509299405,1,0,0,0,3.6493096668509,1413556.87420886,0.658609838778079,-0.0623135804481717,-0.0853787815264165,0.669637121765881,-0.0853787815264165,0.669637121765881,-6.90775527898214,1.05455337134317
"bn2","pila","bn",1,0,3.56671182013973,-0.2508243,2.39789527279837,2.19722457733622,0,0,0,0,3.61254592258719,1417127.88488924,0.808931226500369,-3.79763375325678,-6.90775527898214,0.818426729194429,-6.90775527898214,0.818426729194429,-6.90775527898214,0.818426729194429
"bn2","abco","bn",1,1,2.42480272571829,-0.49120869569076,2.19722457733622,2.39789527279837,1,0,0,0,3.44178736342324,1413423.96984127,0.967306518003851,-2.11333406636178,-2.30849597991729,0.975416832164307,-2.30849597991729,0.975416832164307,-6.90775527898214,1.01184931278801
"bn2","abco","bn",1,1,3.8877303128591,0.651035862853087,2.63905732961526,2.484906649788,0,0,0,0,3.54605631310588,1429207.40144231,0.944258988353596,-0.508188953006057,-0.68467982600048,0.981419093271753,-0.68467982600048,0.981419093271753,-6.90775527898214,1.15420204187713
"bn2","abco","bn",1,1,3.50254987592244,-0.162827634760482,2.484906649788,2.56494935746154,0,0,0,0,3.58456824283311,1430955.62778662,1.14062056529343,-1.64033013788436,-2.30849597991729,1.17037921221894,-2.30849597991729,1.17037921221894,-6.90775527898214,1.20045422457807
"bn2","abco","bn",1,1,3.21486780347066,-0.34598524450349,2.56494935746154,2.63905732961526,1,0,0,0,3.54728404281637,1431475.95015823,0.639965676204388,0.0153780224668445,-0.0853787815264165,0.690016396716765,-0.0853787815264165,0.690016396716765,-6.90775527898214,1.06846666043153
"bn2","abco","bn",1,1,3.52046080248897,-0.0268508283967552,2.63905732961526,2.56494935746154,1,0,0,0,3.58398920307054,1426508.14003165,0.439086704975711,0.188093156522642,0.136548590389556,0.477429213105791,0.136548590389556,0.477429213105791,-6.90775527898214,1.01422863114313
"bn2","cade","bn",1,0,2.12823170584927,-0.6900968,2.19722457733622,2.19722457733622,0,0,0,0,3.73737160870923,1455393.74248418,0.336241229155328,-2.17325323006344,-6.90775527898214,0.413752936515533,-6.90775527898214,0.413752936515533,-6.90775527898214,0.413752936515533
"bn2","cade","bn",1,0,2.76000994003292,-0.363541,2.19722457733622,2.19722457733622,0,0,0,0,3.73737160870923,1455393.74248418,0.336241229155328,-2.30515216510603,-6.90775527898214,0.404411385737693,-6.90775527898214,0.404411385737693,-6.90775527898214,0.404411385737693
"bn2","cade","bn",1,0,2.98061863574394,-0.3266199,2.19722457733622,2.30258509299405,0,0,0,0,3.68059170690794,1441096.38134921,0.935053670135853,-2.08951529760557,-6.90775527898214,0.982114903396482,-6.90775527898214,0.982114903396482,-6.90775527898214,0.982114903396482
"bn2","cade","bn",1,0,2.18605127673809,-0.60865,2.07944154167984,2.484906649788,0,0,0,0,3.60788612775033,1429484.43947785,1.06579985992405,-1.86411941975448,-2.30849597991729,1.08477776165168,-2.30849597991729,1.08477776165168,-6.90775527898214,1.1174971242033
"bn2","cade","bn",1,0,3.38099467434464,0.1636303,1.38629436111989,1.09861228866811,0,0,0,0,3.80223238429962,1449093.75721154,-0.808363660839128,-3.45850744476498,-6.90775527898214,-0.742204432544152,-6.90775527898214,-0.742204432544152,-6.90775527898214,-0.742204432544152
"bn2","abco","bn",1,0,3.98898404656427,0.964621592634976,2.07944154167984,1.09861228866811,0,0,0,0,3.78570513189978,1446637.8125,-1.46847587307218,-2.15447553692216,-6.90775527898214,-1.06351492590958,-6.90775527898214,-1.06351492590958,-6.90775527898214,-1.06351492590958
"bn2","abco","bn",1,0,1.94591014905531,-0.557440876098878,1.94591014905531,1.38629436111989,1,0,0,0,3.77783381136564,1447713.06650641,-0.786531480462062,-2.15447553692216,-6.90775527898214,-0.561442495224736,-6.90775527898214,-0.561442495224736,-6.90775527898214,-0.561442495224736
"bn2","abco","bn",1,0,2.77258872223978,0.143880729634088,1.94591014905531,1.38629436111989,1,0,0,0,3.77783381136564,1447713.06650641,-0.822877832586967,-2.15447553692216,-6.90775527898214,-0.590355996108467,-6.90775527898214,-0.590355996108467,-6.90775527898214,-0.590355996108467
"bn2","abco","bn",1,0,2.58021682959233,0.00539665714194815,1.94591014905531,1.38629436111989,1,0,0,0,3.44811606445497,1469947.10369775,-1.29167618178358,-0.411088009982609,-0.661192551575541,-0.863928335729602,-6.90775527898214,-0.0653512775746215,-0.661192551575541,-0.863928335729602
"bn2","abco","bn",1,0,3.51452606696916,-0.091922933516086,2.56494935746154,1.79175946922805,0,0,0,0,3.2405358137795,1436431.52276358,-0.376225481457924,-0.00221487863376639,-0.661192551575541,0.155292693310127,-6.90775527898214,0.520717600520552,-0.661192551575541,0.155292693310127
"bn2","abco","bn",1,0,2.9338568698359,-0.600093514141087,2.484906649788,1.94591014905531,0,0,0,0,3.29490899752191,1449398.44252412,-1.05197874318706,0.0631670737270924,-0.661192551575541,-0.107345307499096,-6.90775527898214,0.346034082476472,-0.661192551575541,-0.107345307499096
"bn2","abco","bn",1,0,3.56104608260405,0.15769371584628,2.56494935746154,1.79175946922805,0,0,0,0,3.29490899752191,1449398.44252412,-1.27403829085879,0.0631670737270924,-0.661192551575541,-0.187934128770445,-6.90775527898214,0.295579272990448,-0.661192551575541,-0.187934128770445
"bn2","abco","bn",1,1,3.03495298670727,-0.311595317149071,2.56494935746154,2.19722457733622,1,0,0,0,3.27357449285568,1444438.6797619,0.274654540052625,0.0631670737270924,-0.661192551575541,0.62328539966267,-6.90775527898214,0.867218437407713,-0.661192551575541,0.62328539966267
"bn2","pila","bn",1,1,4.58087749341905,1.143192,1.6094379124341,1.6094379124341,0,0,0,0,3.60670258880804,1425322.88857827,-0.847035686357818,-0.632485103444969,-0.681004993776998,-0.789998224906537,-0.681004993776998,-0.789998224906537,-6.90775527898214,-0.0419124825320712
"bn2","abco","bn",1,0,3.57515068878559,0.081488514043162,1.6094379124341,1.6094379124341,0,0,0,0,3.63947380701952,1425069.24683544,-1.11291984363299,0.246334808204659,0.22647083695493,-1.03913684115843,0.22647083695493,-1.03913684115843,-6.90775527898214,0.474322996832019
"bn2","abco","bn",1,0,2.79116510781272,-0.285001952830348,2.56494935746154,1.79175946922805,0,0,0,0,3.31901030110407,1455063.29984177,-0.994738684866016,-0.00221487863376639,-0.661192551575541,-0.16090574443958,-6.90775527898214,0.312331496719306,-0.661192551575541,-0.16090574443958
"bn2","cade","bn",1,0,3.70622809244855,0.5959001,2.63905732961526,1.6094379124341,0,0,0,0,3.31901030110407,1455063.29984177,-0.939854419739908,-0.141905313149054,-0.661192551575541,-0.298200140705332,-6.90775527898214,0.22903664877522,-0.661192551575541,-0.298200140705332
"bn2","pije","bn",1,0,4.39444915467244,0.8428161,2.77258872223978,1.79175946922805,1,0,0,0,3.46667412993235,1481115.99238782,-0.020787308367501,-1.53660354840357,-6.90775527898214,0.176921781546263,-6.90775527898214,0.176921781546263,-6.90775527898214,0.176921781546263
"bn2","abco","bn",1,0,2.39789527279837,-0.254418716990461,2.39789527279837,1.94591014905531,1,0,0,0,3.79103469207317,1463693.9818038,0.24007065562665,-0.51127442129387,-0.661192551575541,0.303679252252748,-6.90775527898214,0.625975733004986,-0.661192551575541,0.303679252252748
"bn2","abco","bn",1,0,2.73436750941958,-0.171346818950463,2.30258509299405,1.94591014905531,0,0,0,0,3.88312249486409,1459372.60992063,0.296489847569335,-2.32932126946444,-6.90775527898214,0.365677793885476,-6.90775527898214,0.365677793885476,-6.90775527898214,0.365677793885476
"bn2","cade","bn",1,0,2.37024374146786,-0.2915324,2.07944154167984,1.38629436111989,0,0,0,0,3.91634223196242,1447254.0734127,-0.957173471468521,-3.86544062423802,-6.90775527898214,-0.906512786423051,-6.90775527898214,-0.906512786423051,-6.90775527898214,-0.906512786423051
"bn2","abco","bn",1,1,3.37416870927424,0.459024248310987,2.19722457733622,1.09861228866811,1,0,0,0,3.91634223196242,1447254.0734127,-1.14879402611667,-3.50840669195473,-6.90775527898214,-1.06142216615387,-6.90775527898214,-1.06142216615387,-6.90775527898214,-1.06142216615387
"bn2","pila","bn",1,0,4.60116216459055,0.4928966,0,0,0,0,0,0,3.53876152203518,1449001.25668239,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214
"bn2","abco","bn",1,0,2.77881927199042,-0.216651665063125,1.6094379124341,2.07944154167984,1,0,0,0,3.38295378136256,1456956.9202381,-0.608340582743978,0.0717066936049725,-0.0266051871731819,-0.43874090087042,-0.890709915804524,0.189155754705748,-0.57202521387627,0.0527937227467266
"bn2","abco","bn",1,0,3.75185425327532,-0.272750008768671,2.07944154167984,2.07944154167984,0,0,0,0,3.17727632438525,1439987.84775641,-0.862522687694988,0.167909349742775,-0.0266051871731819,-0.460164685189906,-0.890709915804524,0.177778736041228,-0.57202521387627,0.0397436688880913
"bn2","abco","bn",1,1,4.10098910494077,0.779205564923594,0,1.09861228866811,1,0,0,0,3.46435223519802,1496992.91257911,-1.47709309075653,-2.77854985775569,-6.90775527898214,-1.23984557170927,-6.90775527898214,-1.23984557170927,-6.90775527898214,-1.23984557170927
"bn2","abco","bn",1,1,3.98527346716774,0.547974432936146,0,1.38629436111989,1,0,0,0,3.42565492935886,1496993.4477492,-1.24656718526212,-1.59631696478799,-6.90775527898214,-0.715123938534363,-6.90775527898214,-0.715123938534363,-6.90775527898214,-0.715123938534363
"bn2","cade","bn",1,0,3.32862668882732,0.4464873,1.38629436111989,1.94591014905531,0,0,0,0,3.25259416914596,1513766.68410543,-0.531226061345136,-1.08411561809671,-6.90775527898214,-0.0778701960202129,-6.90775527898214,-0.0778701960202129,-6.90775527898214,-0.0778701960202129
"bn2","cade","bn",1,0,3.74478708605223,0.6734645,1.38629436111989,1.38629436111989,0,0,0,0,3.16139304185215,1521100.60245253,-1.19933775843335,-2.17020794250075,-6.90775527898214,-0.880567429702365,-6.90775527898214,-0.880567429702365,-6.90775527898214,-0.880567429702365
"bn2","abco","bn",1,0,2.82731362192903,-0.271206393936167,1.09861228866811,1.6094379124341,0,0,0,0,3.16295367573935,1532541.18730159,-2.96298603619696,-1.18110452180605,-6.90775527898214,-1.02832920470335,-6.90775527898214,-1.02832920470335,-6.90775527898214,-1.02832920470335
"bn2","abco","bn",1,1,3.23474917402449,0.705064188970858,1.38629436111989,1.6094379124341,0,0,0,0,3.15904724232612,1538325.29072581,-3.75378270095584,-0.917968915236473,-6.90775527898214,-0.863323013230157,-6.90775527898214,-0.863323013230157,-6.90775527898214,-0.863323013230157
"bn2","cade","bn",1,0,2.23001440015921,-0.5716056,1.09861228866811,1.6094379124341,0,0,0,0,3.16765813140353,1538019.58320064,-2.60242925001064,-1.20348135777224,-6.90775527898214,-0.985531388610908,-6.90775527898214,-0.985531388610908,-6.90775527898214,-0.985531388610908
"bn2","cade","bn",1,0,3.17805383034795,-0.8657113,1.38629436111989,1.94591014905531,0,0,0,0,3.25317714401545,1553033.66466346,-2.60242925001064,-0.493412038973696,-5.51679850382628,-0.384759468062514,-5.51679850382628,-0.384759468062514,-6.90775527898214,-0.380334026976248
"bn2","cade","bn",1,0,3.77045944110636,0.88137,1.38629436111989,1.6094379124341,0,0,0,0,3.38930698810294,1577137.48202875,-6.90775527898214,-0.13416383966271,-0.459950709437173,-1.41004612952299,-5.51679850382628,-0.137621929646692,-0.464743775521501,-1.39775694868105
"bn2","cade","bn",1,0,3.91601502669768,1.014512,1.38629436111989,1.6094379124341,0,0,0,0,3.37371992424895,1570949.78725962,-6.90775527898214,-0.193021789360341,-0.459950709437173,-1.63912810228662,-5.51679850382628,-0.196689909514694,-0.464743775521501,-1.62369942609543
"bn2","pije","bn",1,0,3.01062088604774,-0.3671168,0.693147180559945,1.6094379124341,0,0,0,0,3.29871502471046,1555729.67172524,-6.90775527898214,-0.151696674978396,-0.666633466401592,-1.05896462436375,-5.51679850382628,-0.155216037469237,-0.672530234519134,-1.05029823439244
"bn2","pije","bn",1,0,3.92789635458444,0.9009814,1.09861228866811,1.79175946922805,0,0,0,0,3.09527631094501,1547338.94386943,-0.673989845145286,-0.140889477514058,-0.648612540971332,-0.156085883276143,-0.712515197756778,-0.118955687068375,-3.40035490564476,0.296315856988544
"bn2","pije","bn",1,0,4.03069453514564,0.6987028,0,2.30258509299405,0,0,0,0,3.20343765098949,1540972.1153537,0.360067707501981,-0.431932237078091,-0.431932237078091,0.360067707501981,-0.718689679016018,0.467055136585278,-1.81484656832524,0.652229838108804
"bn2","cade","bn",1,0,3.25037449192757,-0.1403946,1.38629436111989,1.94591014905531,0,0,0,0,3.51719947082874,1556293.88421474,-0.470162950416679,-1.57724357316658,-6.90775527898214,-0.185794698494062,-6.90775527898214,-0.185794698494062,-6.90775527898214,-0.185794698494062
"bn2","abco","bn",1,1,2.01490302054226,-0.757409065821244,2.484906649788,1.94591014905531,1,0,0,0,3.32788967688878,1645158.0797619,-0.4538208783528,0.369465028614153,-0.589786453366827,0.423770637272753,-0.589786453366827,0.423770637272753,-6.90775527898214,0.732923905312048
"bn2","cade","bn",1,0,3.53514535417189,0.1780021,1.79175946922805,1.79175946922805,0,0,0,0,3.30559213264301,1525689.79992013,-1.27783300528004,-1.52622395326749,-2.44738927110095,-0.892876616945442,-2.44738927110095,-0.892876616945442,-6.90775527898214,-0.703206969185397
"bn2","abco","bn",1,0,3.73528582692809,0.277267298025579,1.79175946922805,1.09861228866811,1,0,0,0,3.28618955781943,1516805.64556962,-2.40674642795654,-1.62789023929639,-2.44738927110095,-1.60977698991437,-2.44738927110095,-1.60977698991437,-6.90775527898214,-1.2536836111568
"bn2","abco","bn",1,0,3.07731226054641,-0.0226875265037689,1.6094379124341,1.38629436111989,1,0,0,0,3.28944264182562,1513278.46795886,-1.65549728246819,-1.62789023929639,-2.44738927110095,-1.20123901919071,-2.44738927110095,-1.20123901919071,-6.90775527898214,-0.951036361407481
"bn2","abco","bn",1,0,2.9338568698359,-0.229667623937308,1.6094379124341,1.38629436111989,1,0,0,0,3.250295857268,1509213.56370968,-1.60833651369643,-1.62789023929639,-2.44738927110095,-1.17103910120905,-2.44738927110095,-1.17103910120905,-6.90775527898214,-0.927443250412948
"bn2","pila","bn",1,0,3.49650756146648,0.01742293,1.79175946922805,1.09861228866811,0,1,0,0,3.04989023843119,1529851.56854839,-1.47851472440746,-2.19981007184844,-6.90775527898214,-1.08530053659805,-6.90775527898214,-1.08530053659805,-6.90775527898214,-1.08530053659805
"bn2","abco","bn",1,0,1.77495235091167,-0.703440076707881,2.484906649788,2.07944154167984,1,0,0,0,3.47344706692393,1533805.24166667,-0.667579147359596,0.700741178727608,0.199680218501757,0.267873998200267,0.199680218501757,0.267873998200267,-6.90775527898214,0.927109857849186
"bn2","abco","bn",1,0,1.77495235091167,-0.703440076707881,2.39789527279837,2.07944154167984,1,0,0,0,3.99834328756118,1514308.96434295,0.256603588822187,-0.0747832882821835,-0.0885269350860181,0.26635533147669,-0.0885269350860181,0.26635533147669,-6.90775527898214,0.797271677971841
"bn2","abco","bn",1,0,3.45631668088323,0.161411224857349,2.30258509299405,2.19722457733622,1,0,0,0,3.91322423950933,1509398.01757188,0.298819453753983,-0.0885269350860181,-0.0885269350860181,0.298819453753983,-0.0885269350860181,0.298819453753983,-6.90775527898214,0.816490124308954
"bn2","abco","bn",1,0,3.61899332664977,0.0679151520466936,1.94591014905531,2.07944154167984,1,0,0,0,3.82698295089849,1499337.7830414,-0.597388604936417,-0.0885269350860181,-0.0885269350860181,-0.597388604936417,-0.0885269350860181,-0.597388604936417,-6.90775527898214,0.381531046783356
"bn2","pila","bn",1,0,4.68120487226409,0.7367087,1.94591014905531,2.19722457733622,0,0,0,0,3.6085484808038,1482722.21257962,0.318975710645333,-6.90775527898214,-6.90775527898214,0.318975710645333,-6.90775527898214,0.318975710645333,-6.90775527898214,0.318975710645333
"bn2","abco","bn",1,1,2.9704144655697,-0.33241390900807,1.79175946922805,2.19722457733622,1,0,0,0,3.71357032896238,1486715.59606109,-0.462601263760534,-0.0885269350860181,-0.0885269350860181,-0.462601263760534,-0.0885269350860181,-0.462601263760534,-6.90775527898214,0.434325997933446
"bn2","abco","bn",1,1,2.43361335540045,-0.577687107194399,1.79175946922805,2.19722457733622,1,0,0,0,3.72584602094832,1484050.59166667,-0.431862086033077,-0.0885269350860181,-0.0885269350860181,-0.431862086033077,-0.0885269350860181,-0.431862086033077,-6.90775527898214,0.446976385146634
"bn2","abco","bn",1,0,1.84054963339749,-0.760760014158876,1.79175946922805,2.19722457733622,1,0,0,0,3.7986422616338,1493882.97063492,-0.421003474173556,-0.0885269350860181,-0.0885269350860181,-0.421003474173556,-0.0885269350860181,-0.421003474173556,-6.90775527898214,0.451499910418836
"bn2","abco","bn",1,0,3.58073729549423,0.548103066910106,1.94591014905531,2.19722457733622,1,0,0,0,3.76694552084756,1487552.4218254,-0.582868808087659,0.736184822320047,-0.0885269350860181,0.548682148722152,-0.0885269350860181,0.548682148722152,-6.90775527898214,0.972765128901267
"bn2","abco","bn",1,0,3.54385368206368,0.337313410192231,1.94591014905531,2.19722457733622,0,0,0,0,3.59616306528878,1458822.12739617,-0.105460369198581,-0.0885269350860181,-0.0885269350860181,-0.105460369198581,-0.0885269350860181,-0.105460369198581,-6.90775527898214,0.595638311889778
"bn2","abco","bn",1,0,3.40784192438082,0.39766951378087,1.94591014905531,2.30258509299405,0,0,0,0,3.43587521782259,1446261.5590836,0.0399489265953458,-0.0885269350860181,-0.0885269350860181,0.0399489265953458,-0.0885269350860181,0.0399489265953458,-6.90775527898214,0.670408646003652
"bn2","abco","bn",1,0,2.31253542384721,-0.376088104683105,1.94591014905531,1.38629436111989,0,0,0,0,3.40145696186943,1385043.0988746,-0.621268434657182,-1.61560319227424,-6.90775527898214,-0.307839528956399,-6.90775527898214,-0.307839528956399,-6.90775527898214,-0.307839528956399
"bn2","cade","bn",1,0,2.36085400111802,-0.4538154,2.07944154167984,1.38629436111989,0,0,0,0,3.24615527422,1368095.45472756,-0.638456913233706,-1.72571398101096,-4.69178950893186,-0.360995214453874,-4.69178950893186,-0.360995214453874,-6.90775527898214,-0.349341052640775
"bn2","abco","bn",1,0,3.09104245335832,0.0943641927017254,2.07944154167984,1.38629436111989,0,0,0,0,3.22320349178617,1365948.93690476,-0.713149519993266,-1.67734468215745,-4.69178950893186,-0.403770377924947,-4.69178950893186,-0.403770377924947,-6.90775527898214,-0.391609976417586
