"plot","species","treat","burned","dmort","dbh_l","growth_z","n_size1_l","n_lg_l","f_eng","p_mpb","p_jpb","p_rtb","twi","srad","nba_eng_hl","nba_eng_nl","nba_rtb_hl","nba_rtb_nl","nba_mpb_hl","nba_mpb_nl","nba_jpb_hl","nba_jpb_nl"
"bc1","abma","bc",1,0,3.16547504814109,0.02169641,1.09861228866811,1.09861228866811,1,0,0,0,4.14673650226532,1678424.98277244,-2.89459262905304,0.78534854773731,-0.13915327876844,0.320922055461663,-0.13915327876844,0.320922055461663,-6.90775527898214,0.809815279038136
"bc1","abma","bc",1,0,2.50143595173921,-0.2351477,1.79175946922805,0.693147180559945,1,0,0,0,4.14295284355743,1682368.11471519,-1.80378875220942,-0.13915327876844,-0.13915327876844,-1.80378875220942,-0.13915327876844,-1.80378875220942,-6.90775527898214,0.0332108127104404
"bc1","pila","bc",1,1,5.22251565313175,0.5125876,1.09861228866811,0.693147180559945,0,0,0,0,3.88333265411968,1685986.17811502,-2.05628736846606,-6.90775527898214,-6.90775527898214,-2.05628736846606,-6.90775527898214,-2.05628736846606,-6.90775527898214,-2.05628736846606
"bc1","abco","bc",1,0,3.00071981506503,0.0144288304507629,0,0,0,0,0,0,3.68736456997387,1693895.23817035,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214
"bc1","abco","bc",1,0,3.24649099190117,0.858759360231652,0.693147180559945,0,1,0,0,0,4.02959538777922,1689100.3343949,-5.04990666333253,-6.90775527898214,-6.90775527898214,-5.04990666333253,-6.90775527898214,-5.04990666333253,-6.90775527898214,-5.04990666333253
"bc1","abco","bc",1,1,3.48431228837266,0.93712708128342,0.693147180559945,0.693147180559945,0,0,0,0,4.07930615657493,1586529.60522152,-2.32750006007835,-6.90775527898214,-6.90775527898214,-2.32750006007835,-6.90775527898214,-2.32750006007835,-6.90775527898214,-2.32750006007835
"bc1","cade","bc",1,0,3.00568260440716,-0.06757558,0,0.693147180559945,0,0,0,0,4.36577477101648,1606811.58004732,-6.90775527898214,-0.0903793347064672,-0.0903793347064672,-6.90775527898214,-6.90775527898214,-0.0903793347064672,-0.0903793347064672,-6.90775527898214
"bc1","cade","bc",1,0,3.25809653802148,0.2031757,0,0,0,0,0,0,4.02102147170476,1619054.88333333,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214
"bc1","pije","bc",1,1,5.09436350962697,-2.457385,2.63905732961526,0.693147180559945,0,0,0,0,4.04754353881632,1624030.43121069,-1.86825116625936,-1.77146906091638,-6.90775527898214,-1.12862918996401,-6.90775527898214,-1.12862918996401,-6.90775527898214,-1.12862918996401
"bc1","cade","bc",1,0,3.16124671203156,-0.0004731797,2.63905732961526,1.09861228866811,0,0,0,0,4.25272404352824,1614051.48452381,-1.70936570597593,0.795419119847463,0.737175756482548,-1.18310726075291,-6.90775527898214,0.873529298941808,0.737175756482548,-1.18310726075291
"bc1","abco","bc",1,1,2.91235066461494,-0.355327482884324,2.70805020110221,0.693147180559945,0,0,0,0,4.20575300236291,1605407.73022152,-1.63547824804529,-1.77146906091638,-6.90775527898214,-1.0107604871841,-6.90775527898214,-1.0107604871841,-6.90775527898214,-1.0107604871841
"bc1","abco","bc",1,0,4.76473475565943,0.273474796381484,0.693147180559945,0,0,0,0,0,3.59355075604663,1709716.04099678,-4.76275762471158,-6.90775527898214,-6.90775527898214,-4.76275762471158,-6.90775527898214,-4.76275762471158,-6.90775527898214,-4.76275762471158
"bc1","abco","bc",1,1,3.09557760852371,-0.143604769299588,0.693147180559945,1.38629436111989,0,0,0,0,3.93919427897603,1669797.52675719,0.362715236774278,0.993371860169902,0.993371860169902,0.362715236774278,0.993371860169902,0.362715236774278,-6.90775527898214,1.41986229722292
"bc1","abco","bc",1,1,3.25037449192757,-0.0354171087021973,1.09861228866811,1.09861228866811,0,0,0,0,3.86951017606826,1681252.43968254,0.352984203387041,0.993371860169902,0.993371860169902,0.352984203387041,0.993371860169902,0.352984203387041,-6.90775527898214,1.41649201619325
"bc1","abco","bc",1,1,4.87519732320115,-0.538905466916574,1.09861228866811,0.693147180559945,0,0,0,0,3.97129211677149,1655326.29073482,-2.05628736846606,-6.90775527898214,-6.90775527898214,-2.05628736846606,-6.90775527898214,-2.05628736846606,-6.90775527898214,-2.05628736846606
"bc1","abco","bc",1,1,3.72569342723665,1.41096419239389,0.693147180559945,0.693147180559945,0,0,0,0,3.33599576391871,1691706.31230159,-2.23142633965681,-6.90775527898214,-6.90775527898214,-2.23142633965681,-6.90775527898214,-2.23142633965681,-6.90775527898214,-2.23142633965681
"bc1","abco","bc",1,1,3.41114771251532,1.1630843824664,0.693147180559945,0.693147180559945,0,0,0,0,3.3136290111239,1691260.98333333,-2.23142633965681,-6.90775527898214,-6.90775527898214,-2.23142633965681,-6.90775527898214,-2.23142633965681,-6.90775527898214,-2.23142633965681
"bc1","abco","bc",1,1,3.01062088604774,0.102492299875347,0,1.38629436111989,0,0,0,0,3.19320265344157,1692964.99161342,-1.26457370177796,-6.90775527898214,-6.90775527898214,-1.26457370177796,-6.90775527898214,-1.26457370177796,-6.90775527898214,-1.26457370177796
"bc1","abco","bc",1,0,3.42426265459315,1.11228655920431,1.09861228866811,1.09861228866811,0,0,0,0,3.08692712367527,1711210.79007937,-1.42417349053521,-3.34379613380877,-6.90775527898214,-1.29094775579716,-6.90775527898214,-1.29094775579716,-6.90775527898214,-1.29094775579716
"bc1","abco","bc",1,1,3.53222564406856,0.70239230243685,2.77258872223978,2.07944154167984,0,0,0,0,3.71392886173992,1662374.52955272,-0.193119901427192,-4.87347073940517,-6.90775527898214,-0.185089500778911,-6.90775527898214,-0.185089500778911,-6.90775527898214,-0.185089500778911
"bc1","abco","bc",1,0,3.04927304048202,0.446951231234672,1.6094379124341,0.693147180559945,0,0,0,0,3.71306773096609,1696897.8985623,-3.56956021946012,-2.3182759003801,-6.90775527898214,-2.07456223289142,-6.90775527898214,-2.07456223289142,-6.90775527898214,-2.07456223289142
"bc1","cade","bc",1,0,2.4932054526027,-0.1187976,1.79175946922805,0,0,0,0,0,3.93234385798375,1690071.5088141,-2.97635988389479,-5.44498784298451,-6.90775527898214,-2.9133055465296,-6.90775527898214,-2.9133055465296,-6.90775527898214,-2.9133055465296
"bc1","abco","bc",1,0,2.39789527279837,-0.91862497310499,1.79175946922805,0,1,0,0,0,4.05429406799967,1693046.5047619,-2.48055451249153,-6.90775527898214,-6.90775527898214,-2.48055451249153,-6.90775527898214,-2.48055451249153,-6.90775527898214,-2.48055451249153
"bc1","abco","bc",1,0,3.02529107579554,0.66404541023205,1.79175946922805,0,0,0,0,0,4.09415828762725,1693182.41214058,-2.81551391025507,-6.90775527898214,-6.90775527898214,-2.81551391025507,-6.90775527898214,-2.81551391025507,-6.90775527898214,-2.81551391025507
"bc1","abco","bc",1,1,2.53369681395743,-0.247009374784794,1.79175946922805,1.09861228866811,1,0,0,0,4.03324084442395,1668440.62139423,-1.5974181609433,-4.31750287614528,-6.90775527898214,-1.53827330347704,-6.90775527898214,-1.53827330347704,-6.90775527898214,-1.53827330347704
"bc1","cade","bc",1,0,2.23001440015921,-0.5418496,1.79175946922805,1.09861228866811,0,0,0,0,4.08249220780179,1666990.71439873,-1.53764818898649,-5.02965347874803,-6.90775527898214,-1.51218890700382,-6.90775527898214,-1.51218890700382,-6.90775527898214,-1.51218890700382
"bc1","abco","bc",1,0,3.54385368206368,0.8222361134021,1.94591014905531,0.693147180559945,0,0,0,0,4.05591102735023,1665599.11736334,-2.11301566724116,-4.31750287614528,-6.90775527898214,-2.01585817430642,-6.90775527898214,-2.01585817430642,-6.90775527898214,-2.01585817430642
"bc1","abco","bc",1,0,3.53514535417189,0.866856719039897,1.94591014905531,0.693147180559945,0,0,0,0,4.01645447537541,1666822.8678115,-2.09967593194823,-4.31750287614528,-6.90775527898214,-2.00374607586123,-6.90775527898214,-2.00374607586123,-6.90775527898214,-2.00374607586123
"bc1","cade","bc",1,0,2.75366071235426,0.1388676,4.14313472639153,1.38629436111989,0,0,0,0,3.9739137797416,1639474.43631329,-6.90775527898214,0.0432521512639544,-6.90775527898214,0.0432521512639544,-6.90775527898214,0.0432521512639544,-6.90775527898214,0.0432521512639544
"bc1","cade","bc",1,0,3.04927304048202,0.6469241,4.11087386417331,1.09861228866811,0,0,0,0,3.96026895705527,1639882.63987138,-6.90775527898214,-0.0620503407208003,-6.90775527898214,-0.0620503407208003,-6.90775527898214,-0.0620503407208003,-6.90775527898214,-0.0620503407208003
"bc1","cade","bc",1,0,2.83321334405622,0.3509661,4.21950770517611,1.38629436111989,0,0,0,0,4.09919896080524,1643939.56685127,-4.95028884743753,0.0849484252171089,-6.90775527898214,0.0905189757496439,-6.90775527898214,0.0905189757496439,-6.90775527898214,0.0905189757496439
"bc1","cade","bc",1,0,2.86220088092947,0.311219,4.4188406077966,1.38629436111989,0,0,0,0,4.28463965272292,1645891.94350962,-4.95028884743753,0.239294529329616,-6.90775527898214,0.244070253111665,-6.90775527898214,0.244070253111665,-6.90775527898214,0.244070253111665
"bc1","cade","bc",1,0,2.99573227355399,0.5500613,4.24849524204936,1.6094379124341,0,0,0,0,4.17260273016534,1638464.20176849,-2.65327058101666,0.0227590827696703,-6.90775527898214,0.0884142453178783,-6.90775527898214,0.0884142453178783,-6.90775527898214,0.0884142453178783
"bc1","cade","bc",1,0,3.3499040872746,0.9552374,3.66356164612965,1.38629436111989,0,0,0,0,3.53340246318243,1626674.83012821,-2.74358686263481,-0.361320887927992,-6.90775527898214,-0.274312460016928,-6.90775527898214,-0.274312460016928,-6.90775527898214,-0.274312460016928
"bc1","cade","bc",1,0,2.9704144655697,0.489154,4.11087386417331,1.79175946922805,0,0,0,0,4.16050040114457,1636320.23049363,-2.57925532954168,-0.0706155982890624,-6.90775527898214,0.00662845139715091,-6.90775527898214,0.00662845139715091,-6.90775527898214,0.00662845139715091
"bc1","cade","bc",1,0,2.50959926237837,-0.1809093,4.04305126783455,1.79175946922805,0,0,0,0,4.00819337368011,1635421.04786392,-2.65327058101666,-0.0052456404462039,-6.90775527898214,0.0622126439122201,-6.90775527898214,0.0622126439122201,-6.90775527898214,0.0622126439122201
"bc1","cade","bc",1,0,3.5945687746427,1.338119,4.02535169073515,1.6094379124341,0,0,0,0,3.85627332624917,1633130.98003195,-2.65327058101666,-0.128530084498933,-6.90775527898214,-0.052549213144502,-6.90775527898214,-0.052549213144502,-6.90775527898214,-0.052549213144502
"bc1","abco","bc",1,1,2.31253542384721,-0.429872610713219,1.38629436111989,1.38629436111989,1,0,0,0,3.92373084340777,1673681.88492064,0.349413025469868,-2.76627628128331,-6.90775527898214,0.392130335165892,-6.90775527898214,0.392130335165892,-6.90775527898214,0.392130335165892
"bc1","cade","bc",1,0,3.17387845893747,0.7330306,2.94443897916644,0.693147180559945,0,0,0,0,4.1697080903833,1646113.10377358,-6.90775527898214,-0.968038999746447,-6.90775527898214,-0.968038999746447,-6.90775527898214,-0.968038999746447,-6.90775527898214,-0.968038999746447
"bc1","cade","bc",1,0,3.07269331469012,0.6608124,4.14313472639153,0,0,0,0,0,4.01543051023213,1649684.94006309,-5.37493339200892,-0.291182911376986,-6.90775527898214,-0.286336060598977,-6.90775527898214,-0.286336060598977,-6.90775527898214,-0.286336060598977
"bc1","cade","bc",1,0,2.90690105984738,0.3430739,4.07753744390572,0.693147180559945,0,0,0,0,4.21352112632764,1648156.64556962,-5.37493339200892,-0.385794972088566,-6.90775527898214,-0.38046843574865,-6.90775527898214,-0.38046843574865,-6.90775527898214,-0.38046843574865
"bc1","cade","bc",1,0,2.71469474382088,0.1694472,4.02535169073515,1.09861228866811,0,0,0,0,4.00869430830845,1658083.99959936,-4.4105809524589,0.753710882967889,-6.90775527898214,0.758943661228293,-6.90775527898214,0.758943661228293,-6.90775527898214,0.758943661228293
"bc1","cade","bc",1,0,2.83907846350861,0.3706711,4.38202663467388,1.09861228866811,0,0,0,0,4.28023463223554,1653124.04667722,-3.76660148697083,0.834628947753438,-6.90775527898214,0.844188548540419,-6.90775527898214,0.844188548540419,-6.90775527898214,0.844188548540419
"bc1","cade","bc",1,0,2.50959926237837,-0.1890527,3.89182029811063,0,0,0,0,0,3.9660183339835,1647486.71964856,-5.37493339200892,-0.580264356062674,-6.90775527898214,-0.57379808151012,-6.90775527898214,-0.57379808151012,-6.90775527898214,-0.57379808151012
"bc1","cade","bc",1,0,2.76631910922619,0.2180944,4.36944785246702,0.693147180559945,0,0,0,0,4.27795850246672,1654137.04087302,-4.00471510539631,-0.224040729157918,-6.90775527898214,-0.202713594359845,-6.90775527898214,-0.202713594359845,-6.90775527898214,-0.202713594359845
"bc1","cade","bc",1,0,2.51769647261099,-0.1095873,4.39444915467244,1.09861228866811,0,0,0,0,4.46233482783841,1650250.28629032,-3.45278566587071,0.834448281952351,-6.90775527898214,0.847669270634449,-6.90775527898214,0.847669270634449,-6.90775527898214,0.847669270634449
"bc1","cade","bc",1,0,2.78501124223834,0.2278866,4.58496747867057,1.09861228866811,0,0,0,0,4.32899270340418,1645384.31730769,-3.95079617314483,0.0943651084559572,-6.90775527898214,0.110825815024404,-6.90775527898214,0.110825815024404,-6.90775527898214,0.110825815024404
"bc1","cade","bc",1,0,2.484906649788,-0.2727796,4.53259949315326,1.6094379124341,0,0,0,0,4.12481380196718,1644129.78645833,-3.95079617314483,0.237181230911568,-6.90775527898214,0.251466806815152,-6.90775527898214,0.251466806815152,-6.90775527898214,0.251466806815152
"bc1","cade","bc",1,0,2.66025953726586,0.1393825,4.51085950651685,1.6094379124341,0,0,0,0,4.03948693086231,1644169.34325397,-3.95079617314483,0.199601107320275,-6.90775527898214,0.214429715481892,-6.90775527898214,0.214429715481892,-6.90775527898214,0.214429715481892
"bc1","abco","bc",1,0,3.34638914516716,0.639259511973418,2.89037175789616,1.38629436111989,0,0,0,0,3.3237173037897,1597931.13745981,-6.90775527898214,-0.806047033284785,-6.90775527898214,-0.806047033284785,-6.90775527898214,-0.806047033284785,-6.90775527898214,-0.806047033284785
"bc1","cade","bc",1,0,2.94443897916644,0.4073065,0,0,0,0,0,0,2.96909385881606,1541469.69466561,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214
"bc1","abco","bc",1,1,3.20680324363393,-0.0548732123345399,2.19722457733622,1.38629436111989,0,0,0,0,3.29935106710543,1675010.14003165,-0.945187234729365,-6.90775527898214,-6.90775527898214,-0.945187234729365,-6.90775527898214,-0.945187234729365,-6.90775527898214,-0.945187234729365
"bc1","abco","bc",1,0,2.78501124223834,0.0340933140309065,2.484906649788,1.6094379124341,0,0,0,0,3.15522110084944,1673835.49762658,-0.36987585843627,-6.90775527898214,-6.90775527898214,-0.36987585843627,-6.90775527898214,-0.36987585843627,-6.90775527898214,-0.36987585843627
"bc1","abco","bc",1,0,3.63230910262554,1.17930876310556,2.56494935746154,1.38629436111989,0,0,0,0,3.17445666691925,1674976.80775316,-0.512121975667142,-6.90775527898214,-6.90775527898214,-0.512121975667142,-6.90775527898214,-0.512121975667142,-6.90775527898214,-0.512121975667142
"bc1","abco","bc",1,0,2.75366071235426,0.0338464263723317,2.99573227355399,1.94591014905531,0,0,0,0,3.12702848040868,1675450.81111111,0.108716243798768,-6.90775527898214,-6.90775527898214,0.108716243798768,-6.90775527898214,0.108716243798768,-6.90775527898214,0.108716243798768
"bc1","abco","bc",1,0,3.15273602236366,0.373431191453718,2.56494935746154,1.94591014905531,0,0,0,0,3.13843975775539,1674987.06509585,0.148907249929721,-6.90775527898214,-6.90775527898214,0.148907249929721,-6.90775527898214,0.148907249929721,-6.90775527898214,0.148907249929721
"bc1","abco","bc",1,0,2.67414864942653,-0.134520896724233,2.484906649788,2.07944154167984,0,0,0,0,3.13816754750273,1675985.42192429,0.561267892572975,-6.90775527898214,-6.90775527898214,0.561267892572975,-6.90775527898214,0.561267892572975,-6.90775527898214,0.561267892572975
"bc1","abco","bc",1,1,2.88480071284671,-0.0086475618836106,2.484906649788,1.6094379124341,0,0,0,0,3.26306284134147,1676147.72468354,0.270509650708362,-6.90775527898214,-6.90775527898214,0.270509650708362,-6.90775527898214,0.270509650708362,-6.90775527898214,0.270509650708362
"bc1","abco","bc",1,0,3.30688670219091,0.856813098877948,1.38629436111989,0.693147180559945,0,0,0,0,3.72661891847085,1593892.49719551,-1.79257361395395,-6.90775527898214,-6.90775527898214,-1.79257361395395,-6.90775527898214,-1.79257361395395,-6.90775527898214,-1.79257361395395
"bc1","abco","bc",1,0,3.16968558067743,0.861252174364215,0,0.693147180559945,0,0,0,0,3.27731740361528,1666277.67879747,-2.23167503328746,-6.90775527898214,-6.90775527898214,-2.23167503328746,-6.90775527898214,-2.23167503328746,-6.90775527898214,-2.23167503328746
"bc1","abco","bc",1,1,3.89385903480047,-0.735357679181086,0,1.38629436111989,0,0,0,0,3.50885673028648,1688479.50676752,0.219150047321333,-6.90775527898214,-6.90775527898214,0.219150047321333,-6.90775527898214,0.219150047321333,-6.90775527898214,0.219150047321333
"bc1","abco","bc",1,1,4.47163879336357,0.215264113103294,0,1.38629436111989,0,0,0,0,3.43332754247464,1692266.62820513,-0.182609192837235,-6.90775527898214,-6.90775527898214,-0.182609192837235,-6.90775527898214,-0.182609192837235,-6.90775527898214,-0.182609192837235
"bc1","abco","bc",1,0,4.93014804318357,-1.83814678850318,0.693147180559945,0,0,0,0,0,3.83644686738023,1621844.2283123,-6.90775527898214,-3.07405539389898,-6.90775527898214,-3.07405539389898,-6.90775527898214,-3.07405539389898,-6.90775527898214,-3.07405539389898
"bc1","abco","bc",1,1,4.81299703319041,-0.876605727815015,0,0,1,0,0,0,3.86185704458218,1713020.21995192,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214
"bc1","abco","bc",1,0,3.28840188751681,-0.107712659678793,0,0.693147180559945,0,0,0,0,3.80062042981291,1676063.96525559,-0.0391491956787169,-6.90775527898214,-6.90775527898214,-0.0391491956787169,-6.90775527898214,-0.0391491956787169,-6.90775527898214,-0.0391491956787169
"bc1","cade","bc",1,0,4.57471097850338,1.629626,1.09861228866811,0.693147180559945,0,0,0,0,3.71499621321129,1609262.79153481,-2.14386622609705,-5.42144211377627,-6.90775527898214,-2.1150968415837,-6.90775527898214,-2.1150968415837,-6.90775527898214,-2.1150968415837
"bc1","abco","bc",1,1,3.64021428213266,0.635864853032561,1.09861228866811,1.09861228866811,0,0,0,0,3.62420607695154,1604375.83757962,-0.132836499832739,-0.296642716982061,-6.90775527898214,0.481140001090475,-6.90775527898214,0.481140001090475,-6.90775527898214,0.481140001090475
