"plot","cade","abma","abco","pije","pila","abma_abco","pije_pila","species","treat","burned","dmort","dbh_s","growth_z","n_size1_s","n_lg_s","f_eng","p_mpb","p_jpb","p_rtb","nba_eng_hs","nba_eng_ns","nba_rtb_hs","nba_rtb_ns","nba_mpb_hs","nba_mpb_ns","nba_jpb_hs","nba_jpb_ns","twi_s","srad_s","p_rtbmpb","p_rtbjpb"
"bc1",1,0,0,0,0,0,0,"cade","bc",1,0,-1.26781005462935,-0.7909119,0.832109862302302,1.07198739188582,0,0,0,0,0.391975419807407,-0.325294399357476,0.17246913661373,0.182853570974527,-0.819107301294472,0.121108537454974,1.16635169748577,0.010039025977782,0.743547588777518,0.531403308839508,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,1,-1.24153380618816,-0.757865697061733,0.832109862302302,1.07198739188582,1,0,0,0,0.388270430429289,-0.267285234654867,0.17246913661373,0.182661429592355,-0.819107301294472,0.120906174318138,1.16635169748577,0.00983723543622853,0.772475049705003,0.523968554545338,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,1,-1.36449991109665,-0.792486199941453,0.832109862302302,1.07198739188582,1,0,0,0,0.388948052708356,-0.267285234654867,0.17246913661373,0.183493080629166,-0.819107301294472,0.12178208630048,1.16635169748577,0.0107106512054104,0.777887110917849,0.535551535239372,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,1,0.172268805965509,0.645006435195956,0.908952582471905,0.917222274284302,0,0,0,0,0.353111124932569,-0.267285234654867,0.17246913661373,0.139522123337469,-0.819107301294472,0.0755360128276404,1.16635169748577,-0.0354684861787482,0.824046566055178,0.584918766683895,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,0,-0.0318376175817921,0.23341566469273,0.908952582471905,0.917222274284302,1,0,0,0,0.36447082694088,-0.267285234654867,0.17246913661373,0.153457488897056,-0.819107301294472,0.0901778439588411,1.16635169748577,-0.0208332996758574,0.814321837013145,0.596214041797984,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,0,-0.343732011396447,0.0149386087287864,1.1120182625582,0.744209592531443,1,0,0,0,0.368469041375143,0.576844135844336,-0.999802685644583,0.418663783415681,-0.819107301294472,0.353897641026906,-0.461223196874152,0.257691405357839,3.44218167811809,-0.311642243739285,0,0
"bc1",1,0,0,0,0,0,0,"cade","bc",1,0,-0.101389639550849,0.6647958,-2.10721328109692,-2.310302932718,0,0,0,0,-2.90120525764799,-1.59166647582598,-0.999802685644583,-3.88865756035805,-0.819107301294472,-4.36210663118965,-0.461223196874152,-4.2659395625175,-0.390775380427917,0.773525737000443,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,0,-0.0611621882795395,0.142988228458752,1.1120182625582,0.744209592531443,1,0,0,0,0.358458716634746,0.576844135844336,-0.999802685644583,0.410747755435387,-0.819107301294472,0.345230532447228,-0.461223196874152,0.249377841902448,3.20233844386384,-0.314896021848386,0,0
"bc1",1,0,0,0,0,0,0,"cade","bc",1,0,-1.0058444037936,-0.5112767,1.1120182625582,0.744209592531443,0,0,0,0,0.709660702708249,0.474496844332572,-0.999802685644583,0.687327644624789,-0.819107301294472,0.648052596306441,-0.461223196874152,0.539847312827167,2.92758508281442,-0.228260864384384,0,0
"bc1",0,0,1,0,0,1,0,"abco","bc",1,0,-1.0058444037936,-0.388850726383579,0.0600980053644334,0.321630512532965,0,0,0,0,0.424154516341169,0.793351377209326,1.20799175064236,0.222638071907125,-0.819107301294472,0.566858801335351,2.604064843135,0.0518214671045198,0.65405132219809,0.613842699520397,0,0
