"plot","cade","abma","abco","pije","pila","abma_abco","pije_pila","species","treat","burned","dmort","dbh_s","growth_z","n_size1_s","n_lg_s","f_eng","p_mpb","p_jpb","p_rtb","nba_eng_hs","nba_eng_ns","nba_rtb_hs","nba_rtb_ns","nba_mpb_hs","nba_mpb_ns","nba_jpb_hs","nba_jpb_ns","twi_s","srad_s","p_rtbmpb","p_rtbjpb"
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.16533014664107,0.470871842114037,-2.10721328109692,-0.696540329216849,1,0,0,0,0.662806842175986,-1.59166647582598,-0.999802685644583,0.517694947409525,-0.819107301294472,0.462324980248448,-0.461223196874152,0.361695821205487,0.982421810677575,0.618934298878407,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.42557724032091,0.746019618338478,-2.10721328109692,-0.273961249218371,1,0,0,0,0.762589551348853,-1.59166647582598,-0.999802685644583,0.641060912081031,-0.819107301294472,0.597396030212697,-0.461223196874152,0.49125710851843,0.416713381936217,0.817041752679113,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,1.4078697063032,0.640369719927881,-2.10721328109692,-0.273961249218371,1,0,0,0,0.789659378342001,-1.59166647582598,-0.999802685644583,0.674528587474721,-0.819107301294472,0.634039151898046,-0.461223196874152,0.526405499072699,1.36434033494329,0.915939937872266,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.66915717433325,0.55684711535415,-2.10721328109692,-0.696540329216849,1,0,0,0,0.509141632607874,-1.59166647582598,-0.999802685644583,0.327711562793484,-0.819107301294472,0.254315783350583,-0.461223196874152,0.162171649814564,0.739541166404572,0.749005377454875,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.49394743722842,-0.0853892687316904,-0.883603437738295,0.321630512532965,0,0,0,0,1.03902007748722,-1.59166647582598,-0.999802685644583,0.982824718700397,-0.819107301294472,0.971586726348182,-0.461223196874152,0.850183971859402,1.36368789219375,0.880655632207604,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.76381022082321,-0.000896785302750835,-2.10721328109692,-2.310302932718,0,0,0,0,-2.90120525764799,-1.59166647582598,-0.999802685644583,-3.88865756035805,-0.819107301294472,-4.36210663118965,-0.461223196874152,-4.2659395625175,2.30151313116826,0.846918347221754,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.7379926643476,0.0368174628249109,-0.883603437738295,0.548063991363876,1,0,0,0,1.0106445707832,0.6556198727419,1.07126455576289,0.950838219981143,-0.819107301294472,1.04424699356362,2.41423365762259,0.816591141278169,2.56258924946572,0.807020701542582,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.53481407159619,0.3619326438619,-1.33520142415905,-0.273961249218371,1,0,0,0,0.703295284413887,0.6556198727419,1.07126455576289,0.573584998386975,-0.819107301294472,0.713200208710322,2.41423365762259,0.420392617942788,2.60402125097745,0.494994007471982,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,1.67275246420861,-2.18673791436644,-0.883603437738295,-0.273961249218371,1,0,0,0,0.657965123914883,0.6556198727419,1.07126455576289,0.518111521266901,-0.819107301294472,0.66828564052038,2.41423365762259,0.362133315009927,2.71286844555081,0.639419101651218,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.695221524778906,-0.2420737,-1.33520142415905,0.0538165501360088,0,0,0,0,0.86023922090114,0.645648857706916,1.07126455576289,0.761789701507881,-0.819107301294472,0.873196414385132,2.41423365762259,0.618048784127876,2.16847206283513,0.520123233502987,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.47016812472132,0.07477267,-0.883603437738295,0.0538165501360088,1,0,0,0,0.975265897124038,-0.578312153488307,-0.999802685644583,0.907332311588879,-0.819107301294472,0.888931524647834,-0.461223196874152,0.770900407111497,2.32309932721007,0.606638591197346,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.984595199313913,-0.653955480935195,-0.314657260886723,0.744209592531443,1,0,0,0,1.13451586540969,0.6556198727419,1.07126455576289,1.10328771485871,-0.819107301294472,1.18841682294871,2.41423365762259,0.976696506312511,2.98232075216769,0.757472310284891,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,1.52540005779391,0.0297985508686445,-0.314657260886723,0.321630512532965,1,0,0,0,0.930934918771744,0.645648857706916,1.07126455576289,0.849194052805089,-0.819107301294472,0.951110868550957,2.41423365762259,0.709842499687696,3.08069063145252,0.773173706600943,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.6412360739337,0.745635312335194,-0.314657260886723,-0.696540329216849,0,0,0,0,0.490886301716576,-1.59166647582598,-0.999802685644583,0.305141655396995,-0.819107301294472,0.229604420716997,-0.461223196874152,0.138468302910014,2.78390138400344,0.767805142294336,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.21331967305926,0.773039008608318,-0.314657260886723,-0.273961249218371,0,0,0,0,0.78837456190176,-1.59166647582598,-0.999802685644583,0.672940109662382,-0.819107301294472,0.632299957732712,-0.461223196874152,0.524737249399601,2.87932406563784,0.73184516688568,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.510447758712795,-0.484950652225449,-0.563189567221186,0.0538165501360088,0,0,0,0,0.866697797232716,-1.59166647582598,-0.999802685644583,0.769774737253595,-0.819107301294472,0.738322350995472,-0.461223196874152,0.626434820853721,2.65102806357532,0.68500478939557,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.13770904085065,0.0604361402362645,-0.563189567221186,0.548063991363876,0,0,0,0,1.09791202264329,-1.59166647582598,-0.999802685644583,1.05563554620532,-0.819107301294472,1.0513059175047,-0.461223196874152,0.926651290596609,2.09480328969292,0.651469209596676,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,1.9441916569545,-0.2593347,0.0600980053644334,-1.29213209096819,0,0,0,0,-0.848727367290913,-0.105134020581552,-0.999802685644583,-0.943557247357454,-0.819107301294472,-1.13757227451948,-0.461223196874152,-1.17293908354309,0.788434750096553,0.277174924754206,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.76492044212724,0.45480247230855,-1.33520142415905,-1.29213209096819,0,0,0,0,0.249803468234387,-0.229838102768503,-0.999802685644583,0.0476113131245647,-0.819107301294472,-0.0523606562879406,-0.461223196874152,-0.131994970779811,-1.51033668478932,0.476133123007315,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.55606327607588,0.819959734295607,-1.33520142415905,-0.273961249218371,0,0,0,0,0.44945924022777,1.08663667035321,-0.999802685644583,0.914561273364742,-0.819107301294472,0.896846377499001,-0.461223196874152,0.778492400544295,-0.573248353616502,0.611055788754466,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.325172690573384,0.2516731,-0.314657260886723,-0.696540329216849,0,0,0,0,-2.90120525764799,0.948338430787632,-0.999802685644583,0.438884993432147,-0.819107301294472,0.376037459539609,-0.461223196874152,0.278928105510388,0.822195577589555,0.380292212971001,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.496240639785764,0.002386251,-0.314657260886723,-1.29213209096819,0,0,0,0,-2.90120525764799,0.928721000330258,-0.999802685644583,0.405461725280477,-0.819107301294472,0.339442958499522,-0.461223196874152,0.24382635228804,0.832523464799335,0.330938512710599,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.70464268291743,0.1912935,-0.563189567221186,-1.29213209096819,0,0,0,0,-2.03294058141925,0.722385890418931,1.13698925616194,-2.16424469885358,-0.819107301294472,-0.0409814485917828,2.50548542216877,-2.45492831001832,-0.22848285902136,0.147604724245809,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,-0.441008706713169,0.06595967,0.208822289716683,-0.696540329216849,0,0,0,0,-0.695097569814972,0.799472576773896,1.20002337303537,-0.963821716033022,-0.819107301294472,0.163098023665625,2.59300159731124,-1.19422121476389,-0.874158373999267,-0.313729877616269,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.57176111678218,-0.3433787,-0.563189567221186,-0.696540329216849,0,0,0,0,-0.604053519689061,0.784896973320363,1.19572802241198,-0.990206236769952,-0.819107301294472,0.151789407162035,2.58703795926727,-1.22193074130076,-0.52092160478034,0.0176151920678996,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,0.159948044809239,0.851553390046058,-0.883603437738295,-1.29213209096819,1,0,0,0,-2.90120525764799,0.919162310179864,-0.999802685644583,0.389176072336809,-0.819107301294472,0.32161210662468,-0.461223196874152,0.226722849180584,1.01801458556529,0.356580634863155,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.236383142108127,0.3887287,-1.33520142415905,0.0538165501360088,0,0,0,0,-1.59558704591161,0.3271811191851,-0.999802685644583,-0.585431090021224,-0.819107301294472,-0.745466751575035,-0.461223196874152,-0.79682816763148,0.174925234371156,0.115433611404017,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,0.281640047034104,0.6058489,-0.883603437738295,-0.273961249218371,0,0,0,0,-1.59558704591161,0.247938262517441,-0.999802685644583,-0.712127181883586,-0.819107301294472,-0.884183894506507,-0.461223196874152,-0.929886817988696,0.0488495884253213,0.105157636914711,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.817503340416631,-0.168743901919432,-1.33520142415905,0.321630512532965,1,0,0,0,-0.500312106386339,0.376657459133021,-0.999802685644583,-0.284365266976125,-0.819107301294472,-0.415835504128998,-0.461223196874152,-0.480643102297468,0.139104119046698,0.105943575688506,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.0464119271070617,0.6553831,-0.883603437738295,0.0538165501360088,0,0,0,0,-0.455647941287656,0.307244159450699,-0.999802685644583,-0.337203113968375,-0.819107301294472,-0.473686658538541,-0.461223196874152,-0.536134416237976,0.297492931164207,0.112319883093067,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,0.0108703659908991,0.6048777,-0.563189567221186,0.321630512532965,0,0,0,0,-0.207923724780842,0.299616307993506,-0.999802685644583,-0.197147983985969,-0.819107301294472,-0.320342958677923,-0.461223196874152,-0.389045849439023,-0.00603431307067215,0.140349094154173,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.0415344816636113,0.6199784,-0.563189567221186,0.321630512532965,0,0,0,0,-0.207923724780842,0.306628335202369,-0.999802685644583,-0.191669654097001,-0.819107301294472,-0.314344839406341,-0.461223196874152,-0.383292402978894,0.245052391557697,0.35097908195116,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.325172690573384,0.407938573249169,-1.33520142415905,-0.696540329216849,0,0,0,0,-1.22429468133363,0.992125646043857,1.3919957086217,-1.81541568679378,0.703561810464379,0.43366583336722,2.8336632833275,-1.25965755554355,-1.84704627340791,0.706800132384029,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,0.311171356817821,0.5284698,-1.33520142415905,-0.696540329216849,0,0,0,0,-1.22429468133363,1.07493633595617,1.46865298823946,-1.81541568679378,-0.819107301294472,0.622285699096942,2.96596528140413,-2.08858143326903,-1.73451732082131,0.855148128636994,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.703561478396846,-0.109090385758797,-1.33520142415905,-2.310302932718,1,0,0,0,-2.90120525764799,-0.911858175899423,-0.999802685644583,-2.73043170863159,-0.819107301294472,-3.09398715994813,-0.461223196874152,-3.04954869856741,-1.84521864108905,0.178429625442863,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,2.08180056936781,0.7657695,-2.10721328109692,-0.273961249218371,0,1,0,0,0.935104881818766,-0.109308764649501,0.372405536259252,0.854349570411343,0.613873930757835,0.830921728348752,-0.461223196874152,0.730216058946836,1.64179233153071,0.844808986972658,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.6463430685156,-0.2500786,-0.883603437738295,-0.696540329216849,0,0,0,0,-1.07588195927957,0.256438184765704,-0.451130466003379,-0.632510435476433,-0.819107301294472,-0.784685635978072,0.300549894455838,-0.846271793507301,0.0157612959174329,0.895073997431255,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,1.63137286427694,-0.075176,-1.33520142415905,-2.310302932718,0,0,0,0,-1.24811209049114,-1.59166647582598,-0.999802685644583,-1.8448622480372,-0.819107301294472,-2.12439398911481,-0.461223196874152,-2.11950677310482,0.757940053322259,0.914908122005289,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,0.0476189545109763,0.5527051,-1.33520142415905,-1.29213209096819,0,0,0,0,-0.74880886819741,-1.59166647582598,-0.999802685644583,-1.2275506497407,-0.819107301294472,-1.44851125306973,-0.461223196874152,-1.47119436731711,-1.19536279647942,0.419326869557694,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,0.184466562460988,0.7492247,-1.33520142415905,-2.310302932718,0,0,0,0,-1.02838691844298,-1.59166647582598,-0.999802685644583,-1.57320588555686,-0.819107301294472,-1.82696260107036,-0.461223196874152,-1.83420808376678,0.546147800624537,0.997882761578454,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.50085417388539,-1.275286,-2.10721328109692,-2.310302932718,0,0,0,0,-2.90120525764799,-1.59166647582598,-0.999802685644583,-3.88865756035805,-0.819107301294472,-4.36210663118965,-0.461223196874152,-4.2659395625175,-0.473943026334251,-0.420930889294085,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.242105861989664,0.170167670595397,0.208822289716683,-0.696540329216849,0,0,0,0,-0.288954566859778,-0.00218068138948853,-0.999802685644583,-0.452236079038465,-0.819107301294472,-0.599634065620315,-0.461223196874152,-0.656944228552021,-0.00705128342001141,0.228626849031195,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.282933475599526,0.360492854043688,0.208822289716683,-1.29213209096819,0,0,0,0,-0.424623828526949,-0.00218068138948853,-0.999802685644583,-0.565863768494252,-0.819107301294472,-0.724042863141352,-0.461223196874152,-0.77627819363297,1.0269538426632,0.495863952293413,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,0.336438399750468,0.787434,0.208822289716683,-0.696540329216849,0,0,0,0,-0.318191176150551,-0.0592044871365837,0.418786717425847,-0.695158139812498,0.662309263727883,-0.865604812864886,-0.461223196874152,-0.713305520794064,0.923056585814331,0.291760263026579,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.454584384837483,0.107221494531487,0.0600980053644334,-0.273961249218371,1,0,0,0,-0.380149617266327,0.211574051762102,0.418786717425847,-0.52975375672389,0.662309263727883,-0.684506697578738,-0.461223196874152,-0.582194223466788,1.08383130572392,0.212578738416974,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.349981633519031,0.319310971387855,0.0600980053644334,0.0538165501360088,1,0,0,0,-0.392655646567854,1.09539862382342,0.418786717425847,0.717075619845457,0.662309263727883,0.68062308897081,-0.461223196874152,0.592727271211354,1.09709878080021,0.152431541533406,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,2.08692700399777,-0.5741711,-1.33520142415905,-2.310302932718,0,0,0,0,-1.16934966178584,-1.59166647582598,-0.999802685644583,-1.74748462542458,-0.819107301294472,-2.01777708092354,-0.461223196874152,-2.01723893793035,-1.47407307016405,0.748415361801093,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.61642713098805,0.6168905,0.340006405620333,-0.273961249218371,0,0,0,0,-2.90120525764799,0.861660173310426,1.10200792307309,-0.246005574967745,-0.819107301294472,0.214347191780292,2.45691755725414,-0.44035702265818,-0.94727360971275,1.33564066053703,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.169723059116543,-0.237607,-0.111591580800427,-0.273961249218371,0,0,0,0,-2.90120525764799,1.0067095159582,1.3511525235742,-0.577093069384747,-0.819107301294472,0.484923317023692,2.80282836833188,-0.788071419445866,-1.70066728344088,1.22368004271438,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.0661187811260756,0.3171079,-0.314657260886723,-0.273961249218371,0,0,0,0,0.674137249253417,0.789941728648496,1.14889379875113,0.581154076302945,-0.819107301294472,0.762110539689537,2.52201361493013,0.428341807828153,-1.21316086061751,1.08364396660005,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.186050230291608,-0.1205744,-0.314657260886723,-0.696540329216849,0,0,0,0,-2.90120525764799,0.387184898862222,-0.999802685644583,-0.517182367813423,-0.819107301294472,-0.670742522798708,-0.461223196874152,-0.725152058825853,-1.07240640453815,1.45356954746688,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,-0.482196824693108,-0.1426857,-0.314657260886723,-0.696540329216849,0,0,0,0,-2.90120525764799,0.405385278824991,-0.999802685644583,-0.486173404571285,-0.819107301294472,-0.636791398316593,-0.461223196874152,-0.6925858546334,-1.06931502051548,1.45903272795756,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.57565426440228,0.8441324,-1.33520142415905,-1.29213209096819,0,0,1,0,-0.491429338201648,-1.59166647582598,-0.999802685644583,-0.909340468158857,-0.819107301294472,-1.10010897331598,-0.461223196874152,-1.13700396989584,0.978818881410483,1.59243062227088,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.42263763858317,1.0094792565205,-1.33520142415905,-1.29213209096819,0,0,0,0,-1.08812067781754,0.706128558730205,1.12725019430122,-1.64705748679904,-0.819107301294472,-0.038020578060794,2.49196376935911,-1.91176844291881,0.769127869609157,1.52395417220009,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.407715135507826,0.183745125233342,-0.111591580800427,-1.29213209096819,0,0,0,0,-0.457540107694124,-1.13826742704287,-0.999802685644583,-0.857455213351603,-0.819107301294472,-1.04330079398435,-0.461223196874152,-1.08251308642334,0.443974538822017,1.45420823624195,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.148287448585536,0.382743415151599,-0.314657260886723,-0.696540329216849,1,0,0,0,-0.252679519025095,-1.13826742704288,-0.999802685644583,-0.607607355940646,-0.819107301294472,-0.769747123637125,-0.461223196874152,-0.820118104754456,0.0113228553057428,1.45242150583244,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.208502717193344,0.749082325731385,0.0600980053644334,-2.310302932718,0,0,0,0,-0.631251896734883,-1.13826742704287,-0.999802685644583,-1.0679563358994,-0.819107301294472,-1.27377447217341,-0.461223196874152,-1.30358537723494,0.257500883538705,1.4671914993697,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-1.10632278565612,-0.355415840533845,-0.314657260886723,-1.29213209096819,1,0,0,0,-0.534344827908972,-1.13826742704288,-0.999802685644583,-0.950709551592672,-0.819107301294472,-1.14540319648638,-0.461223196874152,-1.1804505697657,0.833197995280021,1.47693506427499,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.00320040519625306,0.55096396241138,-0.883603437738295,-0.273961249218371,1,0,0,0,0.31516040068447,-1.21059490652985,-0.999802685644583,0.0893951174975497,-0.819107301294472,-0.00661236304362544,-0.461223196874152,-0.0881128230755306,1.3977703138496,1.20088686184673,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.184466562460988,0.826125154011827,-0.563189567221186,0.0538165501360088,1,0,0,0,0.363688458988678,-1.21059490652983,-0.999802685644583,0.149248395875536,-0.819107301294472,0.0589198538513992,-0.461223196874152,-0.0252537693875816,1.29624525644169,1.13450434741005,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.083294436776847,0.592754849482607,-0.563189567221186,0.0538165501360088,1,0,0,0,0.369814289324676,-1.21059490652985,-0.999802685644583,0.156804845094853,-0.819107301294472,0.0671932664800163,-0.461223196874152,-0.0173178424001294,1.25244733182598,1.09916885521783,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.50360597338424,0.856285475321649,0.0600980053644334,-0.273961249218371,0,0,0,0,-0.119703695257891,-1.21059490652984,-0.999802685644583,-0.446049739561234,-0.819107301294472,-0.592860760107324,-0.461223196874152,-0.65044721692844,0.413286037140769,0.980768232575135,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.554088057066332,0.0248527902238003,-0.111591580800427,0.321630512532965,1,0,0,0,0.435042284897671,-1.21059490652983,-0.999802685644583,0.237278979426102,-0.819107301294472,0.155302866628074,-0.461223196874152,0.0671976272199891,1.06137319964696,0.925861904655456,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.539367415609512,-0.0118665618906215,0.208822289716683,0.0538165501360088,0,0,0,0,0.408438050272927,-0.704010489156416,-0.999802685644583,0.210508578064215,-0.819107301294472,0.125992462988441,-0.461223196874152,0.0390828414963429,1.04905504698509,0.692518825759,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.243692945353587,0.799585916335214,0.340006405620333,-0.696540329216849,1,0,0,0,-0.20805810739773,-0.704010489156416,-0.999802685644583,-0.533260449801878,-0.819107301294472,-0.688346109179883,-0.461223196874152,-0.742037566960078,1.00744057256547,0.675983853218132,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.288878978626324,0.0102908926533365,0.208822289716683,-0.696540329216849,1,0,0,0,0.328440896349678,-0.704010489156416,-0.999802685644583,0.112908963075316,-0.819107301294472,0.0191324995636839,-0.461223196874152,-0.0634181343026166,0.366616186357033,0.570873191872417,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.503323549250782,-0.0957495158751236,0.208822289716683,-0.696540329216849,1,0,0,0,0.334331398434423,-0.704010489156416,-0.999802685644583,0.120088172312441,-0.819107301294472,0.0269928793058084,-0.461223196874152,-0.0558783919342277,0.182680665145972,0.531520505521086,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,-0.349981633519031,-0.00196866683488128,0.208822289716683,-0.696540329216849,0,0,0,0,0.330342636234939,-0.704010489156416,-0.999802685644583,0.115226624182147,-0.819107301294472,0.0216700626589387,-0.461223196874152,-0.0609840824362392,0.358419164349943,0.545331353570018,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.84439756436274,0.3446904,-2.10721328109692,-1.29213209096819,0,0,0,0,-2.90120525764799,0.891769979376157,1.29909716606495,-3.88865756035805,-0.819107301294472,0.27051424850994,2.73055503428912,-4.2659395625175,-0.0885665488798237,1.06633545209001,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,1.89929624728636,0.236674,-1.33520142415905,-0.696540329216849,0,0,0,0,-0.0459679841430601,0.86535455921235,1.2746445953659,-0.358596054393668,-0.819107301294472,0.409191726499608,2.69660523747863,-0.558601689997723,-0.0970451368497935,1.06263860362057,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.255201336195091,0.61032175970804,-2.10721328109692,-1.29213209096819,0,0,0,0,-2.90120525764799,0.733808142185905,1.15287299216601,-3.88865756035805,-0.819107301294472,-0.0241489403267992,2.52753830227559,-4.2659395625175,-0.643941832450243,0.762291884518887,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,-0.148287448585536,-0.2592887,-2.10721328109692,0.321630512532965,0,0,0,0,0.00891802083449657,1.12376820742608,1.20532412745589,0.598561091119355,-0.819107301294472,0.810753332766973,2.60036113172314,0.446622986546244,-1.63498347176291,1.18829527347502,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,1.25107487675721,0.632477435194898,-1.33520142415905,0.0538165501360088,0,0,0,0,-2.90120525764799,1.13004792683099,1.22014844591981,0.445990562707474,0.452751284826076,0.703285472861598,2.60036113172314,0.304596987759686,-1.64970986000348,1.19700708472628,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,1.62641123934262,-0.168932,-1.33520142415905,0.0538165501360088,0,0,0,0,0.00891802083449657,0.992647177523232,1.22014844591981,0.276619351280223,0.452751284826076,0.595818051821698,2.60036113172314,0.132571720184206,-1.66584434758315,1.16454638629761,0,0
"bc3",1,0,0,0,0,0,0,"cade","bc",1,0,1.533473645284,-0.03020426,-1.33520142415905,-0.273961249218371,0,0,0,0,0.00891802083449657,0.986934651013463,1.17022764435699,0.333975778889882,0.452751284826076,0.587189765550893,2.52753830227559,0.190645046095841,-1.62451263347092,1.16558200138642,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,0.560983547839933,-0.2656232,-1.33520142415905,0.321630512532965,0,0,0,0,0.316716904378165,1.12900904306817,1.39105469809054,0.496741322129023,0.452751284826076,0.892235762574501,2.84618254213998,0.35643384111476,-1.89546743159355,1.2729152152577,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,0.32567358596426,0.786915529441723,-0.883603437738295,-1.29213209096819,0,0,0,0,-1.11306114481022,0.0274911879891749,0.499040300831605,-1.6778925362321,0.475413745296216,-1.37546741298506,1.35817068380436,-1.47815305162854,-0.00171992509275336,1.50234974683478,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,-0.106512491756173,0.07787006,-0.883603437738295,-1.29213209096819,0,0,0,0,-0.545705293044404,-0.509487602179744,0.00196277001553436,-0.976444333980377,-0.819107301294472,-1.07662579673986,0.929621720415143,-1.20747772870494,0.518194386480739,1.69057369883224,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,0,-0.180583561390956,0.132953056716807,-0.883603437738295,-0.696540329216849,0,0,0,0,-0.719231545819065,0.73746617744789,1.15625920996261,-1.19098284217312,0.475413745296216,0.0207120202216296,2.50521855174978,-1.18353716677933,0.698981475893278,1.71462432896767,0,0
"bc3",0,0,0,1,0,0,1,"pije","bc",1,0,-0.568988222963985,-0.2568361,-0.314657260886723,-2.310302932718,0,0,0,0,-1.11306114481022,0.0479207128653314,0.517951769900971,-1.6778925362321,0.566991725177504,-1.43273515845247,1.28903465514387,-1.38168996836494,0.536160602349384,1.76523058341683,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,1.89231737133323,-0.171310650165633,-2.10721328109692,0.321630512532965,0,0,0,0,1.03433510527698,1.32420679246413,1.69940091589485,0.977032471516818,1.99963991268707,0.965244904997198,-0.461223196874152,1.3350824759245,1.68693999356776,0.680884862836969,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,2.0903327161988,0.217109545327733,-2.10721328109692,0.0538165501360088,0,0,0,0,0.966565751527115,1.31835096004168,1.69398021255476,0.893246094399794,1.99397913466018,0.873508793177121,-0.461223196874152,1.29033021303113,1.25143673633072,0.535853775869763,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,2.33109809827724,0.6485594,-2.10721328109692,-0.273961249218371,0,0,0,0,1.11600508057375,-1.59166647582598,-0.999802685644583,1.07800482805737,-0.819107301294472,1.07579761904287,-0.461223196874152,0.950143936730689,0.521078932179379,0.434449258552421,0,0
"bc3",0,0,1,0,0,1,0,"abco","bc",1,1,1.53882654962285,-0.086150892879413,-2.10721328109692,-0.696540329216849,1,0,0,0,0.561558514131381,-1.59166647582598,-0.999802685644583,0.392516970542203,-0.819107301294472,0.325269992571001,-0.461223196874152,0.230231524149608,0.860302665625924,0.849806434160934,0,0
"bc3",0,0,0,0,1,0,1,"pila","bc",1,0,2.3607565310101,-2.662358,-2.10721328109692,-0.696540329216849,0,0,0,0,0.725159489558648,-0.1093087646495,0.372405536259252,0.594784400661973,0.613873930757835,0.546728757414251,-0.461223196874152,0.465604261715079,0.250122059119729,0.424560883577656,0,0
